kegg,name,EC,EC1,EC2,EC3,cog,cogid,cogcat,cogdesc
K05590,ATP-dependent RNA helicase SrmB [EC:3.6.4.13],3.6.4.13,Hydrolases,Acting on acid anhydrides,Acting on ATP; involved in cellular and subcellular movement,Superfamily II DNA and RNA helicase,COG0513,L,Replication and repair
K05591,ATP-independent RNA helicase DbpA [EC:3.6.4.13],3.6.4.13,Hydrolases,Acting on acid anhydrides,Acting on ATP; involved in cellular and subcellular movement,Superfamily II DNA and RNA helicase,COG0513,L,Replication and repair
K05592,ATP-dependent RNA helicase DeaD [EC:3.6.4.13],3.6.4.13,Hydrolases,Acting on acid anhydrides,Acting on ATP; involved in cellular and subcellular movement,Superfamily II DNA and RNA helicase,COG0513,L,Replication and repair
K05593,aminoglycoside 6-adenylyltransferase [EC:2.7.7.-],2.7.7.-,Transferases,Transferring phosphorus-containing groups,Nucleotidyltransferases,NA,NA,NA,NA
K05594,ElaB protein,NA,NA,NA,NA,"Membrane-anchored ribosome-binding protein, inhibits growth in stationary phase, ElaB/YqjD/DUF883 family",COG4575,J,Tranlsation
K05595,multiple antibiotic resistance protein,NA,NA,NA,NA,"Small neutral amino acid transporter SnatA, MarC family",COG2095,E,Amino Acid metabolis and transport
K05596,"LysR family transcriptional regulator, chromosome initiation inhibitor",NA,NA,NA,NA,"DNA-binding transcriptional regulator, LysR family",COG0583,K,Transcription
K05597,glutamin-(asparagin-)ase [EC:3.5.1.38],3.5.1.38,Hydrolases,"Acting on carbon-nitrogen bonds, other than peptide bonds",In linear amides,L-asparaginase/archaeal Glu-tRNAGln amidotransferase subunit D,COG0252,J,Tranlsation
K05599,"anthranilate 1,2-dioxygenase (deaminating, decarboxylating) large subunit [EC:1.14.12.1]",1.14.12.1,Oxidoreductases,"Acting on paired donors, with incorporation or reduction of molecular oxygen","With NADH or NADPH as one donor, and incorporation of two atoms of oxygen into one donor","Phenylpropionate dioxygenase or related ring-hydroxylating dioxygenase, large terminal subunit",COG4638,P,Inorganic ion transport and metabolism
K05603,formimidoylglutamate deiminase [EC:3.5.3.13],3.5.3.13,Hydrolases,"Acting on carbon-nitrogen bonds, other than peptide bonds",In linear amidines,NA,NA,NA,NA
K05606,methylmalonyl-CoA/ethylmalonyl-CoA epimerase [EC:5.1.99.1],5.1.99.1,Isomerases,Racemases and epimerases,Acting on other compounds,"Catechol 2,3-dioxygenase or other lactoylglutathione lyase family enzyme",COG0346,Q,Secondary Structure
K05658,"ATP-binding cassette, subfamily B (MDR/TAP), member 1 [EC:7.6.2.2]",7.6.2.2,Translocases,Catalysing the translocation of other compounds,Linked to the hydrolysis of a nucleoside triphosphate,NA,NA,NA,NA
K05660,"ATP-binding cassette, subfamily B (MDR/TAP), member 5",NA,NA,NA,NA,NA,NA,NA,NA
K05685,macrolide transport system ATP-binding/permease protein [EC:3.6.3.-],3.6.3.-,Hydrolases,Acting on acid anhydrides,Acting on acid anhydrides; catalyzing transmembrane movement of substances,"ABC-type antimicrobial peptide transport system, permease component",COG0577,V,Energy production and conversion
K05708,3-phenylpropionate/trans-cinnamate dioxygenase subunit alpha [EC:1.14.12.19],1.14.12.19,Oxidoreductases,"Acting on paired donors, with incorporation or reduction of molecular oxygen","With NADH or NADPH as one donor, and incorporation of two atoms of oxygen into one donor","Phenylpropionate dioxygenase or related ring-hydroxylating dioxygenase, large terminal subunit",COG4638,P,Inorganic ion transport and metabolism
K05709,3-phenylpropionate/trans-cinnamate dioxygenase subunit beta [EC:1.14.12.19],1.14.12.19,Oxidoreductases,"Acting on paired donors, with incorporation or reduction of molecular oxygen","With NADH or NADPH as one donor, and incorporation of two atoms of oxygen into one donor","3-phenylpropionate/cinnamic acid dioxygenase, small subunit",COG5517,Q,Secondary Structure
K05710,3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin component,NA,NA,NA,NA,Ferredoxin subunit of nitrite reductase or a ring-hydroxylating dioxygenase,COG2146,P,Inorganic ion transport and metabolism
K05711,"2,3-dihydroxy-2,3-dihydrophenylpropionate dehydrogenase [EC:1.3.1.87]",1.3.1.87,Oxidoreductases,Acting on the CH-CH group of donors,With NAD(+) or NADP(+) as acceptor,"NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family",COG1028,I,Lipid metabolism
K05712,3-(3-hydroxy-phenyl)propionate hydroxylase [EC:1.14.13.127],1.14.13.127,Oxidoreductases,"Acting on paired donors, with incorporation or reduction of molecular oxygen","With NADH or NADPH as one donor, and incorporation of one atom of oxygen",2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases,COG0654,H,Coenzyme metabolis
K05713,"2,3-dihydroxyphenylpropionate 1,2-dioxygenase [EC:1.13.11.16]",1.13.11.16,Oxidoreductases,Acting on single donors with incorporation of molecular oxygen (oxygenases),With incorporation of two atoms of oxygen,NA,NA,NA,NA
K05714,"2-hydroxy-6-oxonona-2,4-dienedioate hydrolase [EC:3.7.1.14]",3.7.1.14,Hydrolases,Acting on carbon-carbon bonds,In ketonic substances,Pimeloyl-ACP methyl ester carboxylesterase,COG0596,H,Coenzyme metabolis
K05772,tungstate transport system substrate-binding protein,NA,NA,NA,NA,"ABC-type tungstate transport system, permease component",COG2998,P,Inorganic ion transport and metabolism
K05773,tungstate transport system permease protein,NA,NA,NA,NA,"ABC-type tungstate transport system, periplasmic component",COG4662,P,Inorganic ion transport and metabolism
K05774,"ribose 1,5-bisphosphokinase [EC:2.7.4.23]",2.7.4.23,Transferases,Transferring phosphorus-containing groups,Phosphotransferases with a phosphate group as acceptor,"Ribose 1,5-bisphosphokinase PhnN",COG3709,G,Carbohydrate metabolism and transport
K05775,maltose operon periplasmic protein,NA,NA,NA,NA,NA,NA,NA,NA
K05776,molybdate transport system ATP-binding protein,NA,NA,NA,NA,"ABC-type molybdenum transport system, ATPase component/photorepair protein PhrA",COG1119,P,Inorganic ion transport and metabolism
K05777,putative thiamine transport system substrate-binding protein,NA,NA,NA,NA,"ABC-type uncharacterized transport system YnjBCD, periplasmic component",COG4134,R,General Functional Prediction only
K05778,putative thiamine transport system permease protein,NA,NA,NA,NA,"ABC-type uncharacterized transport system YnjBCD, permease component",COG4135,R,General Functional Prediction only
K05779,putative thiamine transport system ATP-binding protein,NA,NA,NA,NA,"ABC-type uncharacterized transport system YnjBCD, ATPase component",COG4136,R,General Functional Prediction only
K05780,alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL [EC:2.7.8.37],2.7.8.37,Transferases,Transferring phosphorus-containing groups,Transferases for other substituted phosphate groups,Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL,COG4778,P,Inorganic ion transport and metabolism
K05781,putative phosphonate transport system ATP-binding protein,NA,NA,NA,NA,"ABC-type phosphonate transport system, ATPase component",COG4107,P,Inorganic ion transport and metabolism
K05782,benzoate membrane transport protein,NA,NA,NA,NA,Predicted benzoate:H+ symporter BenE,COG3135,Q,Secondary Structure
K05783,dihydroxycyclohexadiene carboxylate dehydrogenase [EC:1.3.1.25 1.3.1.-],1.3.1.25,Oxidoreductases,Acting on the CH-CH group of donors,With NAD(+) or NADP(+) as acceptor,"NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family",COG1028,I,Lipid metabolism
K05784,"benzoate/toluate 1,2-dioxygenase reductase component [EC:1.18.1.-]",1.18.1.-,Oxidoreductases,Acting on iron-sulfur proteins as donors,With NAD(+) or NADP(+) as acceptor,Ferredoxin,COG0633,C,Energy production and conversion
K05785,transcriptional antiterminator RfaH,NA,NA,NA,NA,Transcription antitermination factor NusG,COG0250,K,Transcription
K05786,chloramphenicol-sensitive protein RarD,NA,NA,NA,NA,"Uncharacterized membrane protein RarD, contains two EamA domains",COG2962,S,Function Unknown
K05787,DNA-binding protein HU-alpha,NA,NA,NA,NA,Bacterial nucleoid DNA-binding protein,COG0776,L,Replication and repair
K05788,integration host factor subunit beta,NA,NA,NA,NA,Bacterial nucleoid DNA-binding protein,COG0776,L,Replication and repair
K05789,chain length determinant protein (polysaccharide antigen chain regulator),NA,NA,NA,NA,"LPS O-antigen chain length determinant protein, WzzB/FepE family",COG3765,M,Cell wall/membrane/envelop biogenesis
K05790,lipopolysaccharide biosynthesis protein WzzE,NA,NA,NA,NA,"LPS O-antigen chain length determinant protein, WzzB/FepE family",COG3765,M,Cell wall/membrane/envelop biogenesis
K05794,tellurite resistance protein TerC,NA,NA,NA,NA,"Membrane protein TerC, possibly involved in tellurium resistance",COG0861,P,Inorganic ion transport and metabolism
K05796,electron transport protein HydN,NA,NA,NA,NA,Fe-S-cluster-containing hydrogenase component 2,COG1142,C,Energy production and conversion
K05798,"LysR family transcriptional regulator, transcriptional activator for leuABCD operon",NA,NA,NA,NA,"DNA-binding transcriptional regulator, LysR family",COG0583,K,Transcription
K05799,"GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex",NA,NA,NA,NA,"DNA-binding transcriptional regulator, FadR family",COG2186,K,Transcription
K05800,Lrp/AsnC family transcriptional regulator,NA,NA,NA,NA,"DNA-binding transcriptional regulator, Lrp family",COG1522,K,Transcription
K05801,DnaJ like chaperone protein,NA,NA,NA,NA,DnaJ-domain-containing proteins 1,COG1076,O,"Post-translational modification, protein turnover, chaperone functions"
K05802,potassium-dependent mechanosensitive channel,NA,NA,NA,NA,Small-conductance mechanosensitive channel,COG3264,M,Cell wall/membrane/envelop biogenesis
K05803,lipoprotein NlpI,NA,NA,NA,NA,"Lipoprotein NlpI, contains TPR repeats",COG4785,M,Cell wall/membrane/envelop biogenesis
K05804,"AraC family transcriptional regulator, mar-sox-rob regulon activator",NA,NA,NA,NA,AraC-type DNA-binding domain and AraC-containing proteins,COG2207,K,Transcription
K05805,CreA protein,NA,NA,NA,NA,Periplasmic catabolite regulation protein CreA (function unknown),COG3045,T,Signal Transduction
K05806,leu operon leader peptide,NA,NA,NA,NA,NA,NA,NA,NA
K05807,outer membrane protein assembly factor BamD,NA,NA,NA,NA,"Outer membrane protein assembly factor BamD, BamD/ComL family",COG4105,M,Cell wall/membrane/envelop biogenesis
K05808,putative sigma-54 modulation protein,NA,NA,NA,NA,Ribosome-associated translation inhibitor RaiA,COG1544,J,Tranlsation
K05809,ribosome-associated inhibitor A,NA,NA,NA,NA,Ribosome-associated translation inhibitor RaiA,COG1544,J,Tranlsation
K05810,polyphenol oxidase [EC:1.10.3.-],1.10.3.-,Oxidoreductases,Acting on diphenols and related substances as donors,With oxygen as acceptor,Copper oxidase (laccase) domain,COG1496,P,Inorganic ion transport and metabolism
K05811,putative lipoprotein,NA,NA,NA,NA,"Uncharacterized conserved protein YfiM, DUF2279 family",COG5544,S,Function Unknown
K05812,DTW domain-containing protein,NA,NA,NA,NA,"Uncharacterized conserved protein YfiP, DTW domain",COG3148,S,Function Unknown
K05813,sn-glycerol 3-phosphate transport system substrate-binding protein,NA,NA,NA,NA,"ABC-type glycerol-3-phosphate transport system, periplasmic component",COG1653,G,Carbohydrate metabolism and transport
K05814,sn-glycerol 3-phosphate transport system permease protein,NA,NA,NA,NA,"ABC-type sugar transport system, permease component",COG1175,G,Carbohydrate metabolism and transport
K05815,sn-glycerol 3-phosphate transport system permease protein,NA,NA,NA,NA,"ABC-type glycerol-3-phosphate transport system, permease component",COG0395,G,Carbohydrate metabolism and transport
K05816,sn-glycerol 3-phosphate transport system ATP-binding protein [EC:7.6.2.10],7.6.2.10,Translocases,Catalysing the translocation of other compounds,Linked to the hydrolysis of a nucleoside triphosphate,"ABC-type sugar transport system, ATPase component",COG3839,G,Carbohydrate metabolism and transport
K05817,"LysR family transcriptional regulator, hca operon transcriptional activator",NA,NA,NA,NA,"DNA-binding transcriptional regulator, LysR family",COG0583,K,Transcription
K05818,"IclR family transcriptional regulator, mhp operon transcriptional activator",NA,NA,NA,NA,"DNA-binding transcriptional regulator, IclR family",COG1414,K,Transcription
K05819,"MFS transporter, AAHS family, 3-hydroxyphenylpropionic acid transporter",NA,NA,NA,NA,MFS family permease,COG0477,G,Carbohydrate metabolism and transport
K05820,"MFS transporter, PPP family, 3-phenylpropionic acid transporter",NA,NA,NA,NA,MFS family permease,COG0477,G,Carbohydrate metabolism and transport
K05822,tetrahydrodipicolinate N-acetyltransferase [EC:2.3.1.89],2.3.1.89,Transferases,Acyltransferases,Transferring groups other than amino-acyl groups,Tetrahydrodipicolinate N-succinyltransferase,COG2171,E,Amino Acid metabolis and transport
K05823,N-acetyldiaminopimelate deacetylase [EC:3.5.1.47],3.5.1.47,Hydrolases,"Acting on carbon-nitrogen bonds, other than peptide bonds",In linear amides,Metal-dependent amidase/aminoacylase/carboxypeptidase,COG1473,R,General Functional Prediction only
K05832,putative ABC transport system permease protein,NA,NA,NA,NA,"ABC-type uncharacterized transport system, permease component",COG4120,R,General Functional Prediction only
K05833,putative ABC transport system ATP-binding protein,NA,NA,NA,NA,"ABC-type uncharacterized transport system, ATPase component",COG1101,R,General Functional Prediction only
K05834,homoserine/homoserine lactone efflux protein,NA,NA,NA,NA,Threonine/homoserine/homoserine lactone efflux protein,COG1280,E,Amino Acid metabolis and transport
K05835,threonine efflux protein,NA,NA,NA,NA,Threonine/homoserine/homoserine lactone efflux protein,COG1280,E,Amino Acid metabolis and transport
K05836,"GntR family transcriptional regulator, histidine utilization repressor",NA,NA,NA,NA,"DNA-binding transcriptional regulator, GntR family",COG2188,K,Transcription
K05837,rod shape determining protein RodA,NA,NA,NA,NA,"Bacterial cell division protein FtsW, lipid II flippase",COG0772,D,Cell cycle control and mitosis
K05838,putative thioredoxin,NA,NA,NA,NA,"Negative regulator of GroEL, contains thioredoxin-like and TPR-like domains",COG3118,O,"Post-translational modification, protein turnover, chaperone functions"
K05839,haemolysin expression modulating protein,NA,NA,NA,NA,NA,NA,NA,NA
K05844,ribosomal protein S6--L-glutamate ligase [EC:6.3.2.-],6.3.2.-,Ligases,Forming carbon-nitrogen bonds,Acid--amino-acid ligases (peptide synthases),"Glutathione synthase/RimK-type ligase, ATP-grasp superfamily",COG0189,H,Coenzyme metabolis
K05845,osmoprotectant transport system substrate-binding protein,NA,NA,NA,NA,Periplasmic glycine betaine/choline-binding (lipo)protein of an ABC-type transport system (osmoprotectant binding protein),COG1732,M,Cell wall/membrane/envelop biogenesis
K05846,osmoprotectant transport system permease protein,NA,NA,NA,NA,"ABC-type proline/glycine betaine transport system, permease component",COG1174,E,Amino Acid metabolis and transport
K05847,osmoprotectant transport system ATP-binding protein [EC:7.6.2.9],7.6.2.9,Translocases,Catalysing the translocation of other compounds,Linked to the hydrolysis of a nucleoside triphosphate,"ABC-type proline/glycine betaine transport system, ATPase component",COG1125,E,Amino Acid metabolis and transport
K05851,"adenylate cyclase, class 1 [EC:4.6.1.1]",4.6.1.1,Lyases,Phosphorus-oxygen lyases,Phosphorus-oxygen lyases,Adenylate cyclase,COG3072,F,Nucleotide metabolism and transport
K05873,"adenylate cyclase, class 2 [EC:4.6.1.1]",4.6.1.1,Lyases,Phosphorus-oxygen lyases,Phosphorus-oxygen lyases,"Adenylate cyclase class IV, CYTH domain (includes archaeal enzymes of unknown function)",COG1437,T,Signal Transduction
K05874,"methyl-accepting chemotaxis protein I, serine sensor receptor",NA,NA,NA,NA,Methyl-accepting chemotaxis protein,COG0840,N,Cell motility
K05875,"methyl-accepting chemotaxis protein II, aspartate sensor receptor",NA,NA,NA,NA,Methyl-accepting chemotaxis protein,COG0840,N,Cell motility
K05876,"methyl-accepting chemotaxis protein III, ribose and galactose sensor receptor",NA,NA,NA,NA,Methyl-accepting chemotaxis protein,COG0840,N,Cell motility
K05877,"methyl-accepting chemotaxis protein IV, peptide sensor receptor",NA,NA,NA,NA,Methyl-accepting chemotaxis protein,COG0840,N,Cell motility
K05878,phosphoenolpyruvate---glycerone phosphotransferase subunit DhaK [EC:2.7.1.121],2.7.1.121,Transferases,Transferring phosphorus-containing groups,Phosphotransferases with an alcohol group as acceptor,Dihydroxyacetone kinase,COG2376,G,Carbohydrate metabolism and transport
K05879,phosphoenolpyruvate---glycerone phosphotransferase subunit DhaL [EC:2.7.1.121],2.7.1.121,Transferases,Transferring phosphorus-containing groups,Phosphotransferases with an alcohol group as acceptor,Dihydroxyacetone kinase,COG2376,G,Carbohydrate metabolism and transport
K05880,transcriptional activator for dhaKLM operon,NA,NA,NA,NA,NA,NA,NA,NA
K05881,phosphoenolpyruvate---glycerone phosphotransferase subunit DhaM [EC:2.7.1.121],2.7.1.121,Transferases,Transferring phosphorus-containing groups,Phosphotransferases with an alcohol group as acceptor,PTS-EIIA-like component DhaM of the dihydroxyacetone kinase DhaKLM complex,COG3412,T,Signal Transduction
